item,family,found,page,definition_count,branch_risk,randomized,multiple_select,dynamic_text,raw_snippet,proxy_text,parent_fallback,item_specific_text,wave,paired_coverage,n_unique,entropy_nats
CC20_309dx_6,CC20_309,True,27,1,False,False,True,True,"Questionnaire [CC20_309dx] {multiple} Suppose that you have an emergency expense that costs $400. Based on your current financial situation, how would you pay for this expense? If you would use more than one method to cover this expense, please select all that apply. (Allows multiple selections) ▢ [1] Put it on my credit card and pay it off in full at the next statement ▢ [2] Put it on my credit card and pay it off over time ▢ [3] With the money currently in my checking/savings account or with cash ▢ [4] Using money from a bank loan or line of credit ▢ [5] By borrowing from a friend or family member ▢ [6] Using a payday loan, deposit advance, or overdraft ▢ [7] By selling something ▢ [8] I wouldn't be able to pay for the expense right now ▢ [9] Other varlabel: None","CC20_309dx_6 [CC20_309dx] {multiple} Suppose that you have an emergency expense that costs $400. Based on your current financial situation, how would you pay for this expense? If you would use more than one method to cover this expense, please select all that apply. (Allows multiple selections) ▢ [1] Put it on my credit card and pay it off in full at the next statement ▢ [2] Put it on my credit card and pay it off over time ▢ [3] With the money currently in my checking/savings account or with cash ▢ [4] Using money from a bank loan or line of credit ▢ [5] By borrowing from a friend or family member ▢ [6] Using a payday loan, deposit advance, or overdraft ▢ [7] By selling something ▢ [8] I wouldn't be able to pay for the expense right now ▢ [9] Other",CC20_309dx,False,source_pre,1.0,2,0.0919349507800056
CC20_309dx_7,CC20_309,True,27,1,False,False,True,True,"Questionnaire [CC20_309dx] {multiple} Suppose that you have an emergency expense that costs $400. Based on your current financial situation, how would you pay for this expense? If you would use more than one method to cover this expense, please select all that apply. (Allows multiple selections) ▢ [1] Put it on my credit card and pay it off in full at the next statement ▢ [2] Put it on my credit card and pay it off over time ▢ [3] With the money currently in my checking/savings account or with cash ▢ [4] Using money from a bank loan or line of credit ▢ [5] By borrowing from a friend or family member ▢ [6] Using a payday loan, deposit advance, or overdraft ▢ [7] By selling something ▢ [8] I wouldn't be able to pay for the expense right now ▢ [9] Other varlabel: None","CC20_309dx_7 [CC20_309dx] {multiple} Suppose that you have an emergency expense that costs $400. Based on your current financial situation, how would you pay for this expense? If you would use more than one method to cover this expense, please select all that apply. (Allows multiple selections) ▢ [1] Put it on my credit card and pay it off in full at the next statement ▢ [2] Put it on my credit card and pay it off over time ▢ [3] With the money currently in my checking/savings account or with cash ▢ [4] Using money from a bank loan or line of credit ▢ [5] By borrowing from a friend or family member ▢ [6] Using a payday loan, deposit advance, or overdraft ▢ [7] By selling something ▢ [8] I wouldn't be able to pay for the expense right now ▢ [9] Other",CC20_309dx,False,source_pre,1.0,2,0.220835660232578
CC20_309dx_8,CC20_309,True,27,1,False,False,True,True,"Questionnaire [CC20_309dx] {multiple} Suppose that you have an emergency expense that costs $400. Based on your current financial situation, how would you pay for this expense? If you would use more than one method to cover this expense, please select all that apply. (Allows multiple selections) ▢ [1] Put it on my credit card and pay it off in full at the next statement ▢ [2] Put it on my credit card and pay it off over time ▢ [3] With the money currently in my checking/savings account or with cash ▢ [4] Using money from a bank loan or line of credit ▢ [5] By borrowing from a friend or family member ▢ [6] Using a payday loan, deposit advance, or overdraft ▢ [7] By selling something ▢ [8] I wouldn't be able to pay for the expense right now ▢ [9] Other varlabel: None","CC20_309dx_8 [CC20_309dx] {multiple} Suppose that you have an emergency expense that costs $400. Based on your current financial situation, how would you pay for this expense? If you would use more than one method to cover this expense, please select all that apply. (Allows multiple selections) ▢ [1] Put it on my credit card and pay it off in full at the next statement ▢ [2] Put it on my credit card and pay it off over time ▢ [3] With the money currently in my checking/savings account or with cash ▢ [4] Using money from a bank loan or line of credit ▢ [5] By borrowing from a friend or family member ▢ [6] Using a payday loan, deposit advance, or overdraft ▢ [7] By selling something ▢ [8] I wouldn't be able to pay for the expense right now ▢ [9] Other",CC20_309dx,False,source_pre,1.0,2,0.4353941642461596
CC20_309dx_9,CC20_309,True,27,1,False,False,True,True,"Questionnaire [CC20_309dx] {multiple} Suppose that you have an emergency expense that costs $400. Based on your current financial situation, how would you pay for this expense? If you would use more than one method to cover this expense, please select all that apply. (Allows multiple selections) ▢ [1] Put it on my credit card and pay it off in full at the next statement ▢ [2] Put it on my credit card and pay it off over time ▢ [3] With the money currently in my checking/savings account or with cash ▢ [4] Using money from a bank loan or line of credit ▢ [5] By borrowing from a friend or family member ▢ [6] Using a payday loan, deposit advance, or overdraft ▢ [7] By selling something ▢ [8] I wouldn't be able to pay for the expense right now ▢ [9] Other varlabel: None","CC20_309dx_9 [CC20_309dx] {multiple} Suppose that you have an emergency expense that costs $400. Based on your current financial situation, how would you pay for this expense? If you would use more than one method to cover this expense, please select all that apply. (Allows multiple selections) ▢ [1] Put it on my credit card and pay it off in full at the next statement ▢ [2] Put it on my credit card and pay it off over time ▢ [3] With the money currently in my checking/savings account or with cash ▢ [4] Using money from a bank loan or line of credit ▢ [5] By borrowing from a friend or family member ▢ [6] Using a payday loan, deposit advance, or overdraft ▢ [7] By selling something ▢ [8] I wouldn't be able to pay for the expense right now ▢ [9] Other",CC20_309dx,False,source_pre,1.0,2,0.1039432379609234
CC20_309e,CC20_309,True,28,1,False,False,False,False,Questionnaire [CC20_309e] {single} Would you say that in general your health is... (Allows one selection) ◯ [1] Excellent ◯ [2] Very good ◯ [3] Good ◯ [4] Fair ◯ [5] Poor varlabel: None,[CC20_309e] {single} Would you say that in general your health is... (Allows one selection) ◯ [1] Excellent ◯ [2] Very good ◯ [3] Good ◯ [4] Fair ◯ [5] Poor,,True,source_pre,0.9995732381525092,5,1.3830534380462305
CC20_310a,CC20_310,True,29,1,False,False,False,True,[CC20_310grid] {grid} Which party has a majority of seats in ... [1] Republicans [2] Democrats [3] Neither [4] Not sure [CC20_310a] U.S. House of Representatives ◯ ◯ ◯ ◯ [CC20_310b] U.S. Senate ◯ ◯ ◯ ◯ [CC20_310c] $inputstate State Senate (shown if shown if inputstate != 11) ◯ ◯ ◯ ◯ [CC20_310d] $LowerChamberName (shown if shown if,[CC20_310grid] {grid} Which party has a majority of seats in ... [1] Republicans [2] Democrats [3] Neither [4] Not sure [CC20_310a] U.S. House of Representatives ◯ ◯ ◯ ◯ [CC20_310b] U.S. Senate ◯ ◯ ◯ ◯ [CC20_310c] $inputstate State Senate (shown if shown if inputstate != 11) ◯ ◯ ◯ ◯ [CC20_310d] $LowerChamberName (shown if shown if,,True,source_pre,0.9997866190762544,4,0.8669810875926344
CC20_310b,CC20_310,True,29,1,False,False,False,True,[CC20_310grid] {grid} Which party has a majority of seats in ... [1] Republicans [2] Democrats [3] Neither [4] Not sure [CC20_310a] U.S. House of Representatives ◯ ◯ ◯ ◯ [CC20_310b] U.S. Senate ◯ ◯ ◯ ◯ [CC20_310c] $inputstate State Senate (shown if shown if inputstate != 11) ◯ ◯ ◯ ◯ [CC20_310d] $LowerChamberName (shown if shown if LowerChamberName) ◯ ◯ ◯ ◯ collapsible: None required: None,[CC20_310grid] {grid} Which party has a majority of seats in ... [1] Republicans [2] Democrats [3] Neither [4] Not sure [CC20_310a] U.S. House of Representatives ◯ ◯ ◯ ◯ [CC20_310b] U.S. Senate ◯ ◯ ◯ ◯ [CC20_310c] $inputstate State Senate (shown if shown if inputstate != 11) ◯ ◯ ◯ ◯ [CC20_310d] $LowerChamberName (shown if shown if LowerChamberName) ◯ ◯ ◯ ◯,,True,source_pre,0.9996702294814844,4,0.7670117701467017
CC20_310c,CC20_310,True,29,1,False,False,False,True,[CC20_310grid] {grid} Which party has a majority of seats in ... [1] Republicans [2] Democrats [3] Neither [4] Not sure [CC20_310a] U.S. House of Representatives ◯ ◯ ◯ ◯ [CC20_310b] U.S. Senate ◯ ◯ ◯ ◯ [CC20_310c] $inputstate State Senate (shown if shown if inputstate != 11) ◯ ◯ ◯ ◯ [CC20_310d] $LowerChamberName (shown if shown if LowerChamberName) ◯ ◯ ◯ ◯ collapsible: None required: None varlabel: None,[CC20_310grid] {grid} Which party has a majority of seats in ... [1] Republicans [2] Democrats [3] Neither [4] Not sure [CC20_310a] U.S. House of Representatives ◯ ◯ ◯ ◯ [CC20_310b] U.S. Senate ◯ ◯ ◯ ◯ [CC20_310c] $inputstate State Senate (shown if shown if inputstate != 11) ◯ ◯ ◯ ◯ [CC20_310d] $LowerChamberName (shown if shown if LowerChamberName) ◯ ◯ ◯ ◯,,True,source_pre,0.9967022948148436,4,1.1584801845067945
CC20_310d,CC20_310,True,29,1,False,False,False,True,[CC20_310grid] {grid} Which party has a majority of seats in ... [1] Republicans [2] Democrats [3] Neither [4] Not sure [CC20_310a] U.S. House of Representatives ◯ ◯ ◯ ◯ [CC20_310b] U.S. Senate ◯ ◯ ◯ ◯ [CC20_310c] $inputstate State Senate (shown if shown if inputstate != 11) ◯ ◯ ◯ ◯ [CC20_310d] $LowerChamberName (shown if shown if LowerChamberName) ◯ ◯ ◯ ◯ collapsible: None required: None varlabel: None,[CC20_310grid] {grid} Which party has a majority of seats in ... [1] Republicans [2] Democrats [3] Neither [4] Not sure [CC20_310a] U.S. House of Representatives ◯ ◯ ◯ ◯ [CC20_310b] U.S. Senate ◯ ◯ ◯ ◯ [CC20_310c] $inputstate State Senate (shown if shown if inputstate != 11) ◯ ◯ ◯ ◯ [CC20_310d] $LowerChamberName (shown if shown if LowerChamberName) ◯ ◯ ◯ ◯,,True,source_pre,0.9967216930806386,4,1.1633199245883548
CC20_311a,CC20_311,True,30,1,False,False,False,True,[CC20_311grid] {grid} Please indicate whether you've heard of this person and if so which party he or she is affiliated with... shown if shown if CurrentGovName or CurrentSen1Name or CurrentSen2Name or CurrentHouseName [1] Never Heard <br/>of Person [2] Republican [3] Democrat [4] Other Party / Independent [5] Not sure [CC20_311a] $CurrentGovName (shown if shown if CurrentGovName) ◯ ◯ ◯ ◯ ◯ [CC20_311b] $CurrentSen1Name (shown if shown if CurrentSen1Name) ◯ ◯ ◯ ◯ ◯ [CC20_311c] $CurrentSen2Name (shown if shown if CurrentSen2Name) ◯ ◯ ◯ ◯ ◯ [CC20_311d],[CC20_311grid] {grid} Please indicate whether you've heard of this person and if so which party he or she is affiliated with... shown if shown if CurrentGovName or CurrentSen1Name or CurrentSen2Name or CurrentHouseName [1] Never Heard <br/>of Person [2] Republican [3] Democrat [4] Other Party / Independent [5] Not sure [CC20_311a] $CurrentGovName (shown if shown if CurrentGovName) ◯ ◯ ◯ ◯ ◯ [CC20_311b] $CurrentSen1Name (shown if shown if CurrentSen1Name) ◯ ◯ ◯ ◯ ◯ [CC20_311c] $CurrentSen2Name (shown if shown if CurrentSen2Name) ◯ ◯ ◯ ◯ ◯ [CC20_311d],,True,source_pre,0.996450117359508,5,0.9891120628388184
CC20_311b,CC20_311,True,30,1,False,False,False,True,[CC20_311grid] {grid} Please indicate whether you've heard of this person and if so which party he or she is affiliated with... shown if shown if CurrentGovName or CurrentSen1Name or CurrentSen2Name or CurrentHouseName [1] Never Heard <br/>of Person [2] Republican [3] Democrat [4] Other Party / Independent [5] Not sure [CC20_311a] $CurrentGovName (shown if shown if CurrentGovName) ◯ ◯ ◯ ◯ ◯ [CC20_311b] $CurrentSen1Name (shown if shown if CurrentSen1Name) ◯ ◯ ◯ ◯ ◯ [CC20_311c] $CurrentSen2Name (shown if shown if CurrentSen2Name) ◯ ◯ ◯ ◯ ◯ [CC20_311d] $CurrentHouseName (shown if shown if CurrentHouseName) ◯ ◯ ◯ ◯ ◯ required: None,[CC20_311grid] {grid} Please indicate whether you've heard of this person and if so which party he or she is affiliated with... shown if shown if CurrentGovName or CurrentSen1Name or CurrentSen2Name or CurrentHouseName [1] Never Heard <br/>of Person [2] Republican [3] Democrat [4] Other Party / Independent [5] Not sure [CC20_311a] $CurrentGovName (shown if shown if CurrentGovName) ◯ ◯ ◯ ◯ ◯ [CC20_311b] $CurrentSen1Name (shown if shown if CurrentSen1Name) ◯ ◯ ◯ ◯ ◯ [CC20_311c] $CurrentSen2Name (shown if shown if CurrentSen2Name) ◯ ◯ ◯ ◯ ◯ [CC20_311d] $CurrentHouseName (shown if shown if CurrentHouseName) ◯ ◯ ◯ ◯ ◯,,True,source_pre,0.996391922562123,5,1.1111017784119213
CC20_311c,CC20_311,True,30,1,False,False,False,True,[CC20_311grid] {grid} Please indicate whether you've heard of this person and if so which party he or she is affiliated with... shown if shown if CurrentGovName or CurrentSen1Name or CurrentSen2Name or CurrentHouseName [1] Never Heard <br/>of Person [2] Republican [3] Democrat [4] Other Party / Independent [5] Not sure [CC20_311a] $CurrentGovName (shown if shown if CurrentGovName) ◯ ◯ ◯ ◯ ◯ [CC20_311b] $CurrentSen1Name (shown if shown if CurrentSen1Name) ◯ ◯ ◯ ◯ ◯ [CC20_311c] $CurrentSen2Name (shown if shown if CurrentSen2Name) ◯ ◯ ◯ ◯ ◯ [CC20_311d] $CurrentHouseName (shown if shown if CurrentHouseName) ◯ ◯ ◯ ◯ ◯ required: None varlabel: None,[CC20_311grid] {grid} Please indicate whether you've heard of this person and if so which party he or she is affiliated with... shown if shown if CurrentGovName or CurrentSen1Name or CurrentSen2Name or CurrentHouseName [1] Never Heard <br/>of Person [2] Republican [3] Democrat [4] Other Party / Independent [5] Not sure [CC20_311a] $CurrentGovName (shown if shown if CurrentGovName) ◯ ◯ ◯ ◯ ◯ [CC20_311b] $CurrentSen1Name (shown if shown if CurrentSen1Name) ◯ ◯ ◯ ◯ ◯ [CC20_311c] $CurrentSen2Name (shown if shown if CurrentSen2Name) ◯ ◯ ◯ ◯ ◯ [CC20_311d] $CurrentHouseName (shown if shown if CurrentHouseName) ◯ ◯ ◯ ◯ ◯,,True,source_pre,0.9964695156253032,5,1.1146394431367816
CC20_311d,CC20_311,True,30,1,False,False,False,True,[CC20_311grid] {grid} Please indicate whether you've heard of this person and if so which party he or she is affiliated with... shown if shown if CurrentGovName or CurrentSen1Name or CurrentSen2Name or CurrentHouseName [1] Never Heard <br/>of Person [2] Republican [3] Democrat [4] Other Party / Independent [5] Not sure [CC20_311a] $CurrentGovName (shown if shown if CurrentGovName) ◯ ◯ ◯ ◯ ◯ [CC20_311b] $CurrentSen1Name (shown if shown if CurrentSen1Name) ◯ ◯ ◯ ◯ ◯ [CC20_311c] $CurrentSen2Name (shown if shown if CurrentSen2Name) ◯ ◯ ◯ ◯ ◯ [CC20_311d] $CurrentHouseName (shown if shown if CurrentHouseName) ◯ ◯ ◯ ◯ ◯ required: None varlabel: None,[CC20_311grid] {grid} Please indicate whether you've heard of this person and if so which party he or she is affiliated with... shown if shown if CurrentGovName or CurrentSen1Name or CurrentSen2Name or CurrentHouseName [1] Never Heard <br/>of Person [2] Republican [3] Democrat [4] Other Party / Independent [5] Not sure [CC20_311a] $CurrentGovName (shown if shown if CurrentGovName) ◯ ◯ ◯ ◯ ◯ [CC20_311b] $CurrentSen1Name (shown if shown if CurrentSen1Name) ◯ ◯ ◯ ◯ ◯ [CC20_311c] $CurrentSen2Name (shown if shown if CurrentSen2Name) ◯ ◯ ◯ ◯ ◯ [CC20_311d] $CurrentHouseName (shown if shown if CurrentHouseName) ◯ ◯ ◯ ◯ ◯,,True,source_pre,0.9901650792419158,5,1.2037635933599666
CC20_320a,CC20_320,True,31,1,False,False,False,True,[CC20_320grid] {grid} Do you approve of the way each is doing their job... [1] Strongly approve [2] Somewhat approve [3] Somewhat disapprove [4] Strongly disapprove [5] Not sure [CC20_320a] President Trump ◯ ◯ ◯ ◯ ◯ [CC20_320b] The U.S. Congress ◯ ◯ ◯ ◯ ◯ [CC20_320c] The U.S. Supreme Court ◯ ◯ ◯ ◯ ◯ [CC20_320d] The Governor of $inputstate (shown if shown if inputstate!=11) ◯ ◯ ◯ ◯ ◯ [CC20_320e],[CC20_320grid] {grid} Do you approve of the way each is doing their job... [1] Strongly approve [2] Somewhat approve [3] Somewhat disapprove [4] Strongly disapprove [5] Not sure [CC20_320a] President Trump ◯ ◯ ◯ ◯ ◯ [CC20_320b] The U.S. Congress ◯ ◯ ◯ ◯ ◯ [CC20_320c] The U.S. Supreme Court ◯ ◯ ◯ ◯ ◯ [CC20_320d] The Governor of $inputstate (shown if shown if inputstate!=11) ◯ ◯ ◯ ◯ ◯ [CC20_320e],,True,source_pre,0.9994180520261488,5,1.1917309605601991
CC20_320b,CC20_320,True,31,1,False,False,False,True,[CC20_320grid] {grid} Do you approve of the way each is doing their job... [1] Strongly approve [2] Somewhat approve [3] Somewhat disapprove [4] Strongly disapprove [5] Not sure [CC20_320a] President Trump ◯ ◯ ◯ ◯ ◯ [CC20_320b] The U.S. Congress ◯ ◯ ◯ ◯ ◯ [CC20_320c] The U.S. Supreme Court ◯ ◯ ◯ ◯ ◯ [CC20_320d] The Governor of $inputstate (shown if shown if inputstate!=11) ◯ ◯ ◯ ◯ ◯ [CC20_320e] $LegName (shown if shown if inputstate!=11 and,[CC20_320grid] {grid} Do you approve of the way each is doing their job... [1] Strongly approve [2] Somewhat approve [3] Somewhat disapprove [4] Strongly disapprove [5] Not sure [CC20_320a] President Trump ◯ ◯ ◯ ◯ ◯ [CC20_320b] The U.S. Congress ◯ ◯ ◯ ◯ ◯ [CC20_320c] The U.S. Supreme Court ◯ ◯ ◯ ◯ ◯ [CC20_320d] The Governor of $inputstate (shown if shown if inputstate!=11) ◯ ◯ ◯ ◯ ◯ [CC20_320e] $LegName (shown if shown if inputstate!=11 and,,True,source_pre,0.9987391127233224,5,1.3716212953721365
CC20_320c,CC20_320,True,31,1,False,False,False,True,[CC20_320grid] {grid} Do you approve of the way each is doing their job... [1] Strongly approve [2] Somewhat approve [3] Somewhat disapprove [4] Strongly disapprove [5] Not sure [CC20_320a] President Trump ◯ ◯ ◯ ◯ ◯ [CC20_320b] The U.S. Congress ◯ ◯ ◯ ◯ ◯ [CC20_320c] The U.S. Supreme Court ◯ ◯ ◯ ◯ ◯ [CC20_320d] The Governor of $inputstate (shown if shown if inputstate!=11) ◯ ◯ ◯ ◯ ◯ [CC20_320e] $LegName (shown if shown if inputstate!=11 and LegName) ◯ ◯ ◯ ◯ ◯ [CC20_320f],[CC20_320grid] {grid} Do you approve of the way each is doing their job... [1] Strongly approve [2] Somewhat approve [3] Somewhat disapprove [4] Strongly disapprove [5] Not sure [CC20_320a] President Trump ◯ ◯ ◯ ◯ ◯ [CC20_320b] The U.S. Congress ◯ ◯ ◯ ◯ ◯ [CC20_320c] The U.S. Supreme Court ◯ ◯ ◯ ◯ ◯ [CC20_320d] The Governor of $inputstate (shown if shown if inputstate!=11) ◯ ◯ ◯ ◯ ◯ [CC20_320e] $LegName (shown if shown if inputstate!=11 and LegName) ◯ ◯ ◯ ◯ ◯ [CC20_320f],,True,source_pre,0.9988942988496828,5,1.4662350119598724
CC20_320d,CC20_320,True,31,1,False,False,False,True,[CC20_320grid] {grid} Do you approve of the way each is doing their job... [1] Strongly approve [2] Somewhat approve [3] Somewhat disapprove [4] Strongly disapprove [5] Not sure [CC20_320a] President Trump ◯ ◯ ◯ ◯ ◯ [CC20_320b] The U.S. Congress ◯ ◯ ◯ ◯ ◯ [CC20_320c] The U.S. Supreme Court ◯ ◯ ◯ ◯ ◯ [CC20_320d] The Governor of $inputstate (shown if shown if inputstate!=11) ◯ ◯ ◯ ◯ ◯ [CC20_320e] $LegName (shown if shown if inputstate!=11 and LegName) ◯ ◯ ◯ ◯ ◯ [CC20_320f] $CurrentHouseName (shown if shown if CurrentHouseName),[CC20_320grid] {grid} Do you approve of the way each is doing their job... [1] Strongly approve [2] Somewhat approve [3] Somewhat disapprove [4] Strongly disapprove [5] Not sure [CC20_320a] President Trump ◯ ◯ ◯ ◯ ◯ [CC20_320b] The U.S. Congress ◯ ◯ ◯ ◯ ◯ [CC20_320c] The U.S. Supreme Court ◯ ◯ ◯ ◯ ◯ [CC20_320d] The Governor of $inputstate (shown if shown if inputstate!=11) ◯ ◯ ◯ ◯ ◯ [CC20_320e] $LegName (shown if shown if inputstate!=11 and LegName) ◯ ◯ ◯ ◯ ◯ [CC20_320f] $CurrentHouseName (shown if shown if CurrentHouseName),,True,source_pre,0.9960815503094024,5,1.4762298801296043
CC20_320e,CC20_320,True,31,1,False,False,False,True,[CC20_320grid] {grid} Do you approve of the way each is doing their job... [1] Strongly approve [2] Somewhat approve [3] Somewhat disapprove [4] Strongly disapprove [5] Not sure [CC20_320a] President Trump ◯ ◯ ◯ ◯ ◯ [CC20_320b] The U.S. Congress ◯ ◯ ◯ ◯ ◯ [CC20_320c] The U.S. Supreme Court ◯ ◯ ◯ ◯ ◯ [CC20_320d] The Governor of $inputstate (shown if shown if inputstate!=11) ◯ ◯ ◯ ◯ ◯ [CC20_320e] $LegName (shown if shown if inputstate!=11 and LegName) ◯ ◯ ◯ ◯ ◯ [CC20_320f] $CurrentHouseName (shown if shown if CurrentHouseName) ◯ ◯ ◯ ◯ ◯ [CC20_320g] $CurrentSen1Name (shown if shown if CurrentSen1Name) ◯ ◯ ◯ ◯ ◯,[CC20_320grid] {grid} Do you approve of the way each is doing their job... [1] Strongly approve [2] Somewhat approve [3] Somewhat disapprove [4] Strongly disapprove [5] Not sure [CC20_320a] President Trump ◯ ◯ ◯ ◯ ◯ [CC20_320b] The U.S. Congress ◯ ◯ ◯ ◯ ◯ [CC20_320c] The U.S. Supreme Court ◯ ◯ ◯ ◯ ◯ [CC20_320d] The Governor of $inputstate (shown if shown if inputstate!=11) ◯ ◯ ◯ ◯ ◯ [CC20_320e] $LegName (shown if shown if inputstate!=11 and LegName) ◯ ◯ ◯ ◯ ◯ [CC20_320f] $CurrentHouseName (shown if shown if CurrentHouseName) ◯ ◯ ◯ ◯ ◯ [CC20_320g] $CurrentSen1Name (shown if shown if CurrentSen1Name) ◯ ◯ ◯ ◯ ◯,,True,source_pre,0.9957905763224768,5,1.5347931834774573
CC20_320f,CC20_320,True,31,1,False,False,False,True,[CC20_320grid] {grid} Do you approve of the way each is doing their job... [1] Strongly approve [2] Somewhat approve [3] Somewhat disapprove [4] Strongly disapprove [5] Not sure [CC20_320a] President Trump ◯ ◯ ◯ ◯ ◯ [CC20_320b] The U.S. Congress ◯ ◯ ◯ ◯ ◯ [CC20_320c] The U.S. Supreme Court ◯ ◯ ◯ ◯ ◯ [CC20_320d] The Governor of $inputstate (shown if shown if inputstate!=11) ◯ ◯ ◯ ◯ ◯ [CC20_320e] $LegName (shown if shown if inputstate!=11 and LegName) ◯ ◯ ◯ ◯ ◯ [CC20_320f] $CurrentHouseName (shown if shown if CurrentHouseName) ◯ ◯ ◯ ◯ ◯ [CC20_320g] $CurrentSen1Name (shown if shown if CurrentSen1Name) ◯ ◯ ◯ ◯ ◯ [CC20_320h] $CurrentSen2Name (shown if shown if CurrentSen2Name) ◯ ◯ ◯ ◯ ◯ required: None,[CC20_320grid] {grid} Do you approve of the way each is doing their job... [1] Strongly approve [2] Somewhat approve [3] Somewhat disapprove [4] Strongly disapprove [5] Not sure [CC20_320a] President Trump ◯ ◯ ◯ ◯ ◯ [CC20_320b] The U.S. Congress ◯ ◯ ◯ ◯ ◯ [CC20_320c] The U.S. Supreme Court ◯ ◯ ◯ ◯ ◯ [CC20_320d] The Governor of $inputstate (shown if shown if inputstate!=11) ◯ ◯ ◯ ◯ ◯ [CC20_320e] $LegName (shown if shown if inputstate!=11 and LegName) ◯ ◯ ◯ ◯ ◯ [CC20_320f] $CurrentHouseName (shown if shown if CurrentHouseName) ◯ ◯ ◯ ◯ ◯ [CC20_320g] $CurrentSen1Name (shown if shown if CurrentSen1Name) ◯ ◯ ◯ ◯ ◯ [CC20_320h] $CurrentSen2Name (shown if shown if CurrentSen2Name) ◯ ◯ ◯ ◯ ◯,,True,source_pre,0.98968012259704,5,1.5686231240786337
CC20_320g,CC20_320,True,31,1,False,False,False,True,[CC20_320grid] {grid} Do you approve of the way each is doing their job... [1] Strongly approve [2] Somewhat approve [3] Somewhat disapprove [4] Strongly disapprove [5] Not sure [CC20_320a] President Trump ◯ ◯ ◯ ◯ ◯ [CC20_320b] The U.S. Congress ◯ ◯ ◯ ◯ ◯ [CC20_320c] The U.S. Supreme Court ◯ ◯ ◯ ◯ ◯ [CC20_320d] The Governor of $inputstate (shown if shown if inputstate!=11) ◯ ◯ ◯ ◯ ◯ [CC20_320e] $LegName (shown if shown if inputstate!=11 and LegName) ◯ ◯ ◯ ◯ ◯ [CC20_320f] $CurrentHouseName (shown if shown if CurrentHouseName) ◯ ◯ ◯ ◯ ◯ [CC20_320g] $CurrentSen1Name (shown if shown if CurrentSen1Name) ◯ ◯ ◯ ◯ ◯ [CC20_320h] $CurrentSen2Name (shown if shown if CurrentSen2Name) ◯ ◯ ◯ ◯ ◯ required: None,[CC20_320grid] {grid} Do you approve of the way each is doing their job... [1] Strongly approve [2] Somewhat approve [3] Somewhat disapprove [4] Strongly disapprove [5] Not sure [CC20_320a] President Trump ◯ ◯ ◯ ◯ ◯ [CC20_320b] The U.S. Congress ◯ ◯ ◯ ◯ ◯ [CC20_320c] The U.S. Supreme Court ◯ ◯ ◯ ◯ ◯ [CC20_320d] The Governor of $inputstate (shown if shown if inputstate!=11) ◯ ◯ ◯ ◯ ◯ [CC20_320e] $LegName (shown if shown if inputstate!=11 and LegName) ◯ ◯ ◯ ◯ ◯ [CC20_320f] $CurrentHouseName (shown if shown if CurrentHouseName) ◯ ◯ ◯ ◯ ◯ [CC20_320g] $CurrentSen1Name (shown if shown if CurrentSen1Name) ◯ ◯ ◯ ◯ ◯ [CC20_320h] $CurrentSen2Name (shown if shown if CurrentSen2Name) ◯ ◯ ◯ ◯ ◯,,True,source_pre,0.9961591433725824,5,1.5744927491282437
CC20_320h,CC20_320,True,31,1,False,False,False,True,[CC20_320grid] {grid} Do you approve of the way each is doing their job... [1] Strongly approve [2] Somewhat approve [3] Somewhat disapprove [4] Strongly disapprove [5] Not sure [CC20_320a] President Trump ◯ ◯ ◯ ◯ ◯ [CC20_320b] The U.S. Congress ◯ ◯ ◯ ◯ ◯ [CC20_320c] The U.S. Supreme Court ◯ ◯ ◯ ◯ ◯ [CC20_320d] The Governor of $inputstate (shown if shown if inputstate!=11) ◯ ◯ ◯ ◯ ◯ [CC20_320e] $LegName (shown if shown if inputstate!=11 and LegName) ◯ ◯ ◯ ◯ ◯ [CC20_320f] $CurrentHouseName (shown if shown if CurrentHouseName) ◯ ◯ ◯ ◯ ◯ [CC20_320g] $CurrentSen1Name (shown if shown if CurrentSen1Name) ◯ ◯ ◯ ◯ ◯ [CC20_320h] $CurrentSen2Name (shown if shown if CurrentSen2Name) ◯ ◯ ◯ ◯ ◯ required: None,[CC20_320grid] {grid} Do you approve of the way each is doing their job... [1] Strongly approve [2] Somewhat approve [3] Somewhat disapprove [4] Strongly disapprove [5] Not sure [CC20_320a] President Trump ◯ ◯ ◯ ◯ ◯ [CC20_320b] The U.S. Congress ◯ ◯ ◯ ◯ ◯ [CC20_320c] The U.S. Supreme Court ◯ ◯ ◯ ◯ ◯ [CC20_320d] The Governor of $inputstate (shown if shown if inputstate!=11) ◯ ◯ ◯ ◯ ◯ [CC20_320e] $LegName (shown if shown if inputstate!=11 and LegName) ◯ ◯ ◯ ◯ ◯ [CC20_320f] $CurrentHouseName (shown if shown if CurrentHouseName) ◯ ◯ ◯ ◯ ◯ [CC20_320g] $CurrentSen1Name (shown if shown if CurrentSen1Name) ◯ ◯ ◯ ◯ ◯ [CC20_320h] $CurrentSen2Name (shown if shown if CurrentSen2Name) ◯ ◯ ◯ ◯ ◯,,True,source_pre,0.9960233555120172,5,1.555989051036612
